filename,curve_number,position_index,map_x_position,map_y_position,linear_x_min_used_nm,linear_x_max_used_nm,linear_first_excluded_above_nm,linear_T,linear_range_score,linear_slope_bruker_N_per_m,bacterial_spring_constant_N_per_m,bacterial_spring_constant_nN_per_um,linear_model_x_slope_N_per_m,linear_intercept_nN,linear_rmsd_custom_pN,elasticity_x_min_used_nm,elasticity_x_max_used_nm,elasticity_last_excluded_below_nm,elasticity_T,elasticity_contact_T,elasticity_range_score,youngs_modulus_MPa,contact_point_x_nm,contact_point_y_measured_nN,contact_point_y_fit_nN,elasticity_baseline_pN,elasticity_rms_bruker_pN,elasticity_rmsd_custom_pN,max_indentation_x_nm,max_indentation_y_nN
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\+ve ctrl\qi-data-2024.10.02-12.34.24.687-cropped_00.jpk-qi-series,1,10320,-0.0017303608785745397,-0.002099561449591597,-70.06764082936883,-25.061662304049285,-24.757010910279917,216,8.488127146402892e-15,0.0152869734004,0.012523049926511983,12.523049926511984,-0.015286973400427416,-0.037920444466758456,16.108413374158147,-20.33746800835472,279.16652314654647,-20.80129357524401,1261,127,9.735733988772036e-08,1.1097346795758354,6.941755070792309,0.014963596770005111,-0.0015910881554259163,-1.591088155425916,16.182185252594554,16.162924561080306,-70.06764082936883,1.030301760873719
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_03.jpk-qi-series,4,10323,-0.0017301616598245399,-0.002099561449591597,-76.62413218059686,-28.510713623905016,-28.25703910041652,232,2.0344899015927197e-15,0.0141218172655,0.011730205869677579,11.73020586967758,-0.014121817265519141,-0.03241365180706603,15.861909245835477,-21.539692865728778,274.0325114088121,-21.672223484789857,1238,143,8.601216287733909e-09,0.7183407220745754,10.445662099138197,0.02836021902306903,0.0007208326864992356,0.7208326864992357,16.39463989363029,16.37476358012662,-76.62413218059686,1.0476087262435143
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_04.jpk-qi-series,5,10324,-0.00173009525357454,-0.002099561449591597,-67.9706376350724,-21.108436530029383,-20.946188365054606,230,2.071634176059907e-15,0.0152641630668,0.012507738134439755,12.507738134439755,-0.015264163066788067,0.016209722743781546,21.082809870301144,-18.675000765084494,281.15395644512114,-18.892028918044197,1260,102,3.627448576090811e-08,1.6543812349568212,3.3786031211911802,0.0369281924548211,0.0005302415522803228,0.5302415522803228,17.352161182500808,17.331491537067194,-67.9706376350724,1.0456973297346677
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_05.jpk-qi-series,6,10448,-0.0017303608785745397,-0.002099495043341597,-69.97289311464421,-34.54496013180837,-34.02832131750325,175,1.5050986392607602e-14,0.01526946852,0.012511300240066579,12.511300240066578,-0.015269468519951817,-0.12561879135622436,18.611146901257953,-27.80515427517118,279.4169277834541,-28.369039946310757,1298,142,3.006042711950301e-07,1.011362252541459,3.1171246433358046,0.05372566922495153,0.0018673654066411788,1.867365406641179,18.153427836086216,18.132437162845772,-69.97289311464421,0.9556859895852081
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_07.jpk-qi-series,8,10450,-0.0017302280660745398,-0.002099495043341597,-77.45656233375922,-32.268740312657854,-31.72202262370138,218,1.7516406529030538e-15,0.0140353722235,0.011670499502697341,11.670499502697341,-0.014035372223530724,-0.18211652724475366,15.082246469860856,-25.148149924728784,272.01146410869313,-25.35579319644795,1252,170,8.173157706062733e-09,0.4294793288992443,14.086667559622407,0.02182173189464239,0.0002327639347369147,0.2327639347369147,16.205928017999586,16.18650032507974,-77.45656233375922,0.9157155422935718
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_08.jpk-qi-series,9,10451,-0.0017301616598245399,-0.002099495043341597,-58.857788379857176,-32.50936307705065,-32.41737683385336,130,1.606632787105733e-14,0.0148272483764,0.012212848943931992,12.212848943931991,-0.01482724837642769,0.02336880673029128,18.9559054002926,-34.76921255772777,293.1276601270276,-35.07717960766758,1384,216,7.874878473651788e-08,0.7672211965204464,11.141089250397403,-0.006177994515597382,-0.0034502000902284485,-3.450200090228448,18.47567703120172,18.45564195171606,-58.857788379857176,0.8827357336095015
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_09.jpk-qi-series,10,10452,-0.00173009525357454,-0.002099495043341597,-57.35542382979016,-38.39811895872576,-38.02845765682629,95,2.351191705057644e-14,0.014632275772,0.012080263892980489,12.080263892980488,-0.014632275771970118,0.0627591483662447,15.407517968340473,-21.428791645157318,291.5895091576191,-21.88364423865081,1325,148,9.073253914121297e-10,1.0973233061002623,10.258051295989004,0.019697782495164132,-6.051602280748936e-05,-0.06051602280748934,15.789584517620803,15.771699386884327,-57.35542382979016,0.9120402976618833
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_12.jpk-qi-series,13,10578,-0.0017302280660745398,-0.002099428637091597,-98.23204013083645,-56.17299854959063,-55.81350903032732,207,1.2577499317114101e-14,0.0154222251575,0.012613670322232054,12.613670322232053,-0.015422225157468945,-0.44215226810785374,18.816850068001337,-69.82763336246522,249.85247985206857,-70.1064470176121,1363,297,9.211877164492397e-08,0.43537778816863054,-5.347839302692492,0.012780833494303942,0.0018188032762501388,1.8188032762501387,18.910690727396727,18.889867791302745,-98.23204013083645,1.0554087065048474
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_15.jpk-qi-series,16,10704,-0.0017303608785745397,-0.0020993622308415967,-76.01996116787481,-41.01692657086622,-40.84980605485399,173,6.8577194836580985e-15,0.0153132073637,0.012540649671751706,12.540649671751705,-0.01531320736374654,-0.12169271333990095,18.37157078369112,-26.617924356330768,272.0950991739429,-27.10693422916993,1263,170,1.6008754691911316e-08,0.7697889370965142,10.237432443194498,-0.005169137777147306,0.0013538921703438753,1.3538921703438753,17.464261226191514,17.44350749191276,-76.01996116787481,1.0731273444441625
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_18.jpk-qi-series,19,10707,-0.0017301616598245399,-0.0020993622308415967,-65.90007959730269,-32.391307843486224,-32.26979215620494,168,5.7123245841382464e-15,0.0171131970268,0.013722689081524022,13.722689081524022,-0.017113197026836915,-0.051301231663681605,15.73240917986316,-24.97351449180176,281.9351484735937,-25.134943579228445,1296,174,1.0432435570080992e-08,0.7856551296754617,12.78684049295435,-0.011065000208202705,0.00035142179237765035,0.3514217923776503,19.74079187081087,19.71793049444325,-65.90007959730269,1.0756193802853042
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_19.jpk-qi-series,20,10708,-0.00173009525357454,-0.0020993622308415967,-90.61541691724483,-44.48618497053292,-44.085407283242134,227,9.549242655284907e-15,0.0153522771021,0.012566840406029045,12.566840406029044,-0.015352277102117506,-0.31807777657156894,22.01922159599664,-33.68250685008063,257.70628525118667,-34.075942119514224,1233,203,6.082921440394448e-08,0.5307456921391984,10.804134177111127,-0.021223108247917156,0.00032017151452152517,0.32017151452152515,18.200855791377887,18.178700146170428,-90.61541691724483,1.0562458113248643
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,-0.0017302944723245398,-0.002099295824591597,-86.65318839601116,-47.215412403985326,-46.97380931053912,190,6.1743849183114e-15,0.0145839726441,0.012047321551924993,12.047321551924993,-0.014583972644130461,-0.22961752774668065,18.26529762338393,-40.561876260019915,263.17284443171536,-40.80468570087619,1281,226,2.3152218148580472e-08,0.4617220308579849,10.019356946833147,0.00870602845072779,-3.6905885040722865e-05,-0.03690588504072286,17.174756571101163,17.154633826556655,-86.65318839601116,1.0274206622511406
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_22.jpk-qi-series,23,10834,-0.0017302280660745398,-0.002099295824591597,-74.80854548890454,-33.243168152856256,-32.72312439419997,203,5.1556367281668136e-15,0.0145337188269,0.012013008547286942,12.013008547286942,-0.014533718826921511,-0.08636596239016958,16.212965078508784,-26.032721369897434,273.5996985022242,-26.20385216664257,1264,168,5.923610737589138e-08,0.7274608617525302,10.588360887004933,-0.024525089383998867,-2.457656873646067e-06,-0.002457656873646067,17.991691107139193,17.970327524175307,-74.80854548890454,1.0439608852422564
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_24.jpk-qi-series,25,10836,-0.00173009525357454,-0.002099295824591597,-74.0537537116035,-49.03247990007039,-48.54743722944054,129,5.4351384972685996e-15,0.0190090800078,0.0149155737780529,14.915573778052899,-0.019009080007780725,-0.37306235394141685,16.349236354289957,-25.74993352091107,273.82377807956635,-26.260859435941246,1267,168,3.777110684866538e-08,0.7115832883010187,10.479112212563534,-0.00997481067542858,0.00010374835538985745,0.10374835538985744,18.242473699495957,18.220863653964145,-74.0537537116035,1.0449632335987407
