filename,curve_number,position_index,point_number,x_nm,measured_y_nN,linear_fit_used,linear_fit_y_nN,elasticity_fit_used,elasticity_fit_y_nN,indentation_delta_nm
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,1,263.17284443171536,-0.005772799807819613,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,2,263.0110977756753,-0.0009437531551623198,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,3,262.5529303193983,-0.01664590410873439,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,4,262.2751613641886,-0.01985298970139211,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,5,262.011463395334,-0.022116964373964633,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,6,261.89749958579563,-0.013978301584599874,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,7,261.7469381615751,-0.00837452453313806,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,8,261.58921506825106,-0.003266791090819307,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,9,261.5709625684045,0.01150118992058677,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,10,261.2313925555576,0.004013535199231826,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,11,261.146173212726,0.014143145741126803,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,12,261.07659216098847,0.025387419464990058,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,13,260.71075663853105,0.016080518700014992,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,14,260.55985749047363,0.02166090375319449,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,15,260.3435148578495,0.022739929236194202,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,16,260.2063434891136,0.029271150903093863,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,17,259.9169067631182,0.025255912483706414,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,18,259.6892338163606,0.025550158631930706,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,19,259.14443218009194,0.0038474049291355003,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,20,258.7667954212802,-0.006245395501646591,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,21,258.53004534482267,-0.006579864826240383,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,22,258.2030932182427,-0.013193558219369106,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,23,258.0300922567791,-0.009112528779604485,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,24,257.7300766730375,-0.013829000415320182,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,25,257.66094663224624,-0.0025534880102066884,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,26,257.3279546135488,-0.009554029123763021,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,27,257.27779909496223,0.003035728653194272,0,,1,-3.6905885040722865e-05,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-12.34.24.687-cropped_21.jpk-qi-series,22,10833,28,257.1919314180221,0.013151930662428377,0,,1,-3.6905885040722865e-05,0.0
