filename,curve_number,position_index,point_number,x_nm,measured_y_nN,linear_fit_used,linear_fit_y_nN,elasticity_fit_used,elasticity_fit_y_nN,indentation_delta_nm
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,1,289.9895668972377,-0.010552709480254715,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,2,289.6736254951554,-0.01760066367042006,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,3,289.49430353854916,-0.01518585131497041,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,4,289.27129924789364,-0.01579663848417396,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,5,288.97452147495204,-0.021485751580325646,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,6,288.8683906787502,-0.01396995210186644,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,7,288.3864125275159,-0.03248672628134366,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,8,288.39759454166744,-0.016845408994513596,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,9,287.8741083596154,-0.038205684961254156,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,10,287.7955554323486,-0.02874824311512325,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,11,287.6813397150864,-0.021729440123960945,0,,1,-0.0006117718933385276,0.0
C:\Users\s2237098\OneDrive - University of Edinburgh\PhD\Experiments\AFM\AFM data\2024\02.10 - REDO\qi-data-2024.10.02-15.59.26.951-cropped_00.jpk-qi-series,1,5850,12,287.0994598446986,-0.04710278077941997,0,,1,-0.0006117718933385276,0.0
